,date,county,state,fips,cases,deaths
109782,2020-05-03,El Dorado,California,6017.0,47,0.0
109783,2020-05-03,Fresno,California,6019.0,633,8.0
109784,2020-05-03,Glenn,California,6021.0,5,0.0
109785,2020-05-03,Humboldt,California,6023.0,54,0.0
109786,2020-05-03,Imperial,California,6025.0,358,8.0
109787,2020-05-03,Inyo,California,6027.0,20,1.0
109788,2020-05-03,Kern,California,6029.0,1007,8.0
109789,2020-05-03,Kings,California,6031.0,172,1.0
109790,2020-05-03,Lake,California,6033.0,7,0.0
109791,2020-05-03,Los Angeles,California,6037.0,25662,1229.0
109792,2020-05-03,Madera,California,6039.0,51,2.0
109793,2020-05-03,Marin,California,6041.0,243,13.0
109794,2020-05-03,Mariposa,California,6043.0,13,0.0
109795,2020-05-03,Mendocino,California,6045.0,12,0.0
109796,2020-05-03,Merced,California,6047.0,142,3.0
109797,2020-05-03,Mono,California,6051.0,26,1.0
109798,2020-05-03,Monterey,California,6053.0,225,6.0
109799,2020-05-03,Napa,California,6055.0,71,2.0
109800,2020-05-03,Nevada,California,6057.0,41,1.0
109801,2020-05-03,Orange,California,6059.0,2774,52.0
109802,2020-05-03,Placer,California,6061.0,159,8.0
109803,2020-05-03,Plumas,California,6063.0,4,0.0
109804,2020-05-03,Riverside,California,6065.0,4180,167.0
109805,2020-05-03,Sacramento,California,6067.0,1116,43.0
109806,2020-05-03,San Benito,California,6069.0,51,2.0
109807,2020-05-03,San Bernardino,California,6071.0,2182,99.0
109808,2020-05-03,San Diego,California,6073.0,3990,150.0
109809,2020-05-03,San Francisco,California,6075.0,1632,29.0
109810,2020-05-03,San Joaquin,California,6077.0,570,25.0
109811,2020-05-03,San Luis Obispo,California,6079.0,201,1.0
109812,2020-05-03,San Mateo,California,6081.0,1272,52.0
109813,2020-05-03,Santa Barbara,California,6083.0,514,8.0
109814,2020-05-03,Santa Clara,California,6085.0,2231,116.0
109815,2020-05-03,Santa Cruz,California,6087.0,137,2.0
109816,2020-05-03,Shasta,California,6089.0,31,4.0
109817,2020-05-03,Siskiyou,California,6093.0,5,0.0
109818,2020-05-03,Solano,California,6095.0,271,5.0
109819,2020-05-03,Sonoma,California,6097.0,257,3.0
109820,2020-05-03,Stanislaus,California,6099.0,411,14.0
109821,2020-05-03,Sutter,California,6101.0,31,2.0
109822,2020-05-03,Tehama,California,6103.0,1,1.0
109823,2020-05-03,Tulare,California,6107.0,743,40.0
109824,2020-05-03,Tuolumne,California,6109.0,4,0.0
109825,2020-05-03,Ventura,California,6111.0,566,19.0
109826,2020-05-03,Yolo,California,6113.0,171,18.0
109827,2020-05-03,Yuba,California,6115.0,19,1.0
112649,2020-05-04,Alameda,California,6001.0,1797,65.0
112650,2020-05-04,Alpine,California,6003.0,2,0.0
112651,2020-05-04,Amador,California,6005.0,7,0.0
112652,2020-05-04,Butte,California,6007.0,17,0.0
112653,2020-05-04,Calaveras,California,6009.0,13,0.0
112654,2020-05-04,Colusa,California,6011.0,3,0.0
112655,2020-05-04,Contra Costa,California,6013.0,947,28.0
112656,2020-05-04,Del Norte,California,6015.0,3,0.0
112657,2020-05-04,El Dorado,California,6017.0,53,0.0
112658,2020-05-04,Fresno,California,6019.0,672,9.0
112659,2020-05-04,Glenn,California,6021.0,5,0.0
112660,2020-05-04,Humboldt,California,6023.0,54,0.0
112661,2020-05-04,Imperial,California,6025.0,379,8.0
112662,2020-05-04,Inyo,California,6027.0,20,1.0
112663,2020-05-04,Kern,California,6029.0,1025,8.0
112664,2020-05-04,Kings,California,6031.0,172,1.0
112665,2020-05-04,Lake,California,6033.0,7,0.0
112666,2020-05-04,Los Angeles,California,6037.0,26217,1256.0
112667,2020-05-04,Madera,California,6039.0,54,2.0
112668,2020-05-04,Marin,California,6041.0,243,13.0
112669,2020-05-04,Mariposa,California,6043.0,14,0.0
112670,2020-05-04,Mendocino,California,6045.0,12,0.0
112671,2020-05-04,Merced,California,6047.0,146,3.0
112672,2020-05-04,Mono,California,6051.0,26,1.0
112673,2020-05-04,Monterey,California,6053.0,235,6.0
112674,2020-05-04,Napa,California,6055.0,75,2.0
112675,2020-05-04,Nevada,California,6057.0,41,1.0
112676,2020-05-04,Orange,California,6059.0,2859,57.0
112677,2020-05-04,Placer,California,6061.0,162,8.0
112678,2020-05-04,Plumas,California,6063.0,4,0.0
112679,2020-05-04,Riverside,California,6065.0,4354,181.0
112680,2020-05-04,Sacramento,California,6067.0,1126,47.0
112681,2020-05-04,San Benito,California,6069.0,52,2.0
112682,2020-05-04,San Bernardino,California,6071.0,2182,99.0
112683,2020-05-04,San Diego,California,6073.0,4083,150.0
112684,2020-05-04,San Francisco,California,6075.0,1692,30.0
112685,2020-05-04,San Joaquin,California,6077.0,574,26.0
112686,2020-05-04,San Luis Obispo,California,6079.0,202,1.0
112687,2020-05-04,San Mateo,California,6081.0,1281,53.0
112688,2020-05-04,Santa Barbara,California,6083.0,526,8.0
112689,2020-05-04,Santa Clara,California,6085.0,2244,118.0
112690,2020-05-04,Santa Cruz,California,6087.0,137,2.0
112691,2020-05-04,Shasta,California,6089.0,31,4.0
112692,2020-05-04,Siskiyou,California,6093.0,5,0.0
112693,2020-05-04,Solano,California,6095.0,325,6.0
112694,2020-05-04,Sonoma,California,6097.0,261,4.0
112695,2020-05-04,Stanislaus,California,6099.0,428,15.0
112696,2020-05-04,Sutter,California,6101.0,31,2.0
112697,2020-05-04,Tehama,California,6103.0,1,1.0
112698,2020-05-04,Tulare,California,6107.0,757,40.0
112699,2020-05-04,Tuolumne,California,6109.0,4,0.0
112700,2020-05-04,Ventura,California,6111.0,583,19.0
112701,2020-05-04,Yolo,California,6113.0,171,19.0
112702,2020-05-04,Yuba,California,6115.0,19,1.0
115532,2020-05-05,Alameda,California,6001.0,1830,66.0
115533,2020-05-05,Alpine,California,6003.0,2,0.0
115534,2020-05-05,Amador,California,6005.0,7,0.0
115535,2020-05-05,Butte,California,6007.0,18,0.0
115536,2020-05-05,Calaveras,California,6009.0,13,0.0
115537,2020-05-05,Colusa,California,6011.0,3,0.0
115538,2020-05-05,Contra Costa,California,6013.0,969,29.0
115539,2020-05-05,Del Norte,California,6015.0,3,0.0
115540,2020-05-05,El Dorado,California,6017.0,53,0.0
115541,2020-05-05,Fresno,California,6019.0,724,9.0
115542,2020-05-05,Glenn,California,6021.0,5,0.0
115543,2020-05-05,Humboldt,California,6023.0,54,0.0
115544,2020-05-05,Imperial,California,6025.0,400,8.0
115545,2020-05-05,Inyo,California,6027.0,20,1.0
115546,2020-05-05,Kern,California,6029.0,1047,11.0
115547,2020-05-05,Kings,California,6031.0,211,1.0
115548,2020-05-05,Lake,California,6033.0,8,0.0
115549,2020-05-05,Los Angeles,California,6037.0,27815,1313.0
115550,2020-05-05,Madera,California,6039.0,54,2.0
115551,2020-05-05,Marin,California,6041.0,244,13.0
115552,2020-05-05,Mariposa,California,6043.0,14,0.0
115553,2020-05-05,Mendocino,California,6045.0,12,0.0
115554,2020-05-05,Merced,California,6047.0,146,3.0
115555,2020-05-05,Mono,California,6051.0,26,1.0
115556,2020-05-05,Monterey,California,6053.0,237,6.0
115557,2020-05-05,Napa,California,6055.0,76,2.0
115558,2020-05-05,Nevada,California,6057.0,41,1.0
115559,2020-05-05,Orange,California,6059.0,2931,61.0
115560,2020-05-05,Placer,California,6061.0,162,8.0
115561,2020-05-05,Plumas,California,6063.0,4,0.0
115562,2020-05-05,Riverside,California,6065.0,4454,184.0
115563,2020-05-05,Sacramento,California,6067.0,1132,47.0
115564,2020-05-05,San Benito,California,6069.0,53,2.0
115565,2020-05-05,San Bernardino,California,6071.0,2329,101.0
115566,2020-05-05,San Diego,California,6073.0,4223,162.0
115567,2020-05-05,San Francisco,California,6075.0,1760,31.0
115568,2020-05-05,San Joaquin,California,6077.0,578,26.0
115569,2020-05-05,San Luis Obispo,California,6079.0,204,1.0
115570,2020-05-05,San Mateo,California,6081.0,1315,53.0
115571,2020-05-05,Santa Barbara,California,6083.0,544,9.0
115572,2020-05-05,Santa Clara,California,6085.0,2255,122.0
115573,2020-05-05,Santa Cruz,California,6087.0,138,2.0
115574,2020-05-05,Shasta,California,6089.0,31,4.0
115575,2020-05-05,Siskiyou,California,6093.0,5,0.0
115576,2020-05-05,Solano,California,6095.0,330,6.0
115577,2020-05-05,Sonoma,California,6097.0,261,4.0
115578,2020-05-05,Stanislaus,California,6099.0,428,15.0
115579,2020-05-05,Sutter,California,6101.0,31,2.0
115580,2020-05-05,Tehama,California,6103.0,1,1.0
115581,2020-05-05,Tulare,California,6107.0,858,40.0
115582,2020-05-05,Tuolumne,California,6109.0,3,0.0
115583,2020-05-05,Ventura,California,6111.0,595,19.0
115584,2020-05-05,Yolo,California,6113.0,172,19.0
115585,2020-05-05,Yuba,California,6115.0,19,1.0
118491,2020-05-06,Alameda,California,6001.0,1884,69.0
118492,2020-05-06,Alpine,California,6003.0,2,0.0
118493,2020-05-06,Amador,California,6005.0,7,0.0
118494,2020-05-06,Butte,California,6007.0,19,0.0
118495,2020-05-06,Calaveras,California,6009.0,13,0.0
118496,2020-05-06,Colusa,California,6011.0,3,0.0
118497,2020-05-06,Contra Costa,California,6013.0,985,29.0
118498,2020-05-06,Del Norte,California,6015.0,3,0.0
118499,2020-05-06,El Dorado,California,6017.0,54,0.0
118500,2020-05-06,Fresno,California,6019.0,777,9.0
118501,2020-05-06,Glenn,California,6021.0,5,0.0
118502,2020-05-06,Humboldt,California,6023.0,55,0.0
118503,2020-05-06,Imperial,California,6025.0,419,8.0
118504,2020-05-06,Inyo,California,6027.0,20,1.0
118505,2020-05-06,Kern,California,6029.0,1084,11.0
118506,2020-05-06,Kings,California,6031.0,233,1.0
118507,2020-05-06,Lake,California,6033.0,8,0.0
118508,2020-05-06,Los Angeles,California,6037.0,28644,1367.0
118509,2020-05-06,Madera,California,6039.0,55,2.0
118510,2020-05-06,Marin,California,6041.0,244,14.0
118511,2020-05-06,Mariposa,California,6043.0,15,0.0
118512,2020-05-06,Mendocino,California,6045.0,40,0.0
118513,2020-05-06,Merced,California,6047.0,152,3.0
118514,2020-05-06,Mono,California,6051.0,27,1.0
118515,2020-05-06,Monterey,California,6053.0,240,6.0
118516,2020-05-06,Napa,California,6055.0,79,2.0
118517,2020-05-06,Nevada,California,6057.0,41,1.0
118518,2020-05-06,Orange,California,6059.0,3041,65.0
118519,2020-05-06,Placer,California,6061.0,163,8.0
118520,2020-05-06,Plumas,California,6063.0,4,0.0
118521,2020-05-06,Riverside,California,6065.0,4672,190.0
118522,2020-05-06,Sacramento,California,6067.0,1132,47.0
118523,2020-05-06,San Benito,California,6069.0,53,2.0
118524,2020-05-06,San Bernardino,California,6071.0,2432,104.0
118525,2020-05-06,San Diego,California,6073.0,4382,173.0
118526,2020-05-06,San Francisco,California,6075.0,1779,31.0
118527,2020-05-06,San Joaquin,California,6077.0,579,27.0
118528,2020-05-06,San Luis Obispo,California,6079.0,208,1.0
118529,2020-05-06,San Mateo,California,6081.0,1341,56.0
118530,2020-05-06,Santa Barbara,California,6083.0,613,10.0
118531,2020-05-06,Santa Clara,California,6085.0,2268,122.0
118532,2020-05-06,Santa Cruz,California,6087.0,138,2.0
118533,2020-05-06,Shasta,California,6089.0,31,4.0
118534,2020-05-06,Siskiyou,California,6093.0,5,0.0
118535,2020-05-06,Solano,California,6095.0,342,7.0
118536,2020-05-06,Sonoma,California,6097.0,286,4.0
118537,2020-05-06,Stanislaus,California,6099.0,461,17.0
118538,2020-05-06,Sutter,California,6101.0,31,2.0
118539,2020-05-06,Tehama,California,6103.0,1,1.0
118540,2020-05-06,Tulare,California,6107.0,916,41.0
118541,2020-05-06,Tuolumne,California,6109.0,2,0.0
118542,2020-05-06,Ventura,California,6111.0,608,19.0
118543,2020-05-06,Yolo,California,6113.0,172,20.0
118544,2020-05-06,Yuba,California,6115.0,19,1.0
121458,2020-05-07,Alameda,California,6001.0,1938,69.0
121459,2020-05-07,Alpine,California,6003.0,2,0.0
121460,2020-05-07,Amador,California,6005.0,7,0.0
121461,2020-05-07,Butte,California,6007.0,19,0.0
121462,2020-05-07,Calaveras,California,6009.0,13,0.0
121463,2020-05-07,Colusa,California,6011.0,3,0.0
121464,2020-05-07,Contra Costa,California,6013.0,999,29.0
121465,2020-05-07,Del Norte,California,6015.0,3,0.0
121466,2020-05-07,El Dorado,California,6017.0,54,0.0
121467,2020-05-07,Fresno,California,6019.0,813,9.0
121468,2020-05-07,Glenn,California,6021.0,6,0.0
121469,2020-05-07,Humboldt,California,6023.0,55,0.0
121470,2020-05-07,Imperial,California,6025.0,455,8.0
121471,2020-05-07,Inyo,California,6027.0,20,1.0
121472,2020-05-07,Kern,California,6029.0,1133,14.0
121473,2020-05-07,Kings,California,6031.0,244,1.0
121474,2020-05-07,Lake,California,6033.0,8,0.0
121475,2020-05-07,Los Angeles,California,6037.0,29427,1418.0
121476,2020-05-07,Madera,California,6039.0,62,2.0
121477,2020-05-07,Marin,California,6041.0,244,14.0
121478,2020-05-07,Mariposa,California,6043.0,15,0.0
121479,2020-05-07,Mendocino,California,6045.0,12,0.0
121480,2020-05-07,Merced,California,6047.0,155,3.0
121481,2020-05-07,Mono,California,6051.0,28,1.0
121482,2020-05-07,Monterey,California,6053.0,246,6.0
121483,2020-05-07,Napa,California,6055.0,79,2.0
121484,2020-05-07,Nevada,California,6057.0,41,1.0
121485,2020-05-07,Orange,California,6059.0,3156,66.0
121486,2020-05-07,Placer,California,6061.0,165,8.0
121487,2020-05-07,Plumas,California,6063.0,4,0.0
121488,2020-05-07,Riverside,California,6065.0,4756,194.0
121489,2020-05-07,Sacramento,California,6067.0,1132,49.0
121490,2020-05-07,San Benito,California,6069.0,54,2.0
121491,2020-05-07,San Bernardino,California,6071.0,2562,108.0
121492,2020-05-07,San Diego,California,6073.0,4492,186.0
121493,2020-05-07,San Francisco,California,6075.0,1806,32.0
121494,2020-05-07,San Joaquin,California,6077.0,581,28.0
121495,2020-05-07,San Luis Obispo,California,6079.0,211,1.0
121496,2020-05-07,San Mateo,California,6081.0,1377,56.0
121497,2020-05-07,Santa Barbara,California,6083.0,722,11.0
121498,2020-05-07,Santa Clara,California,6085.0,2281,122.0
121499,2020-05-07,Santa Cruz,California,6087.0,139,2.0
121500,2020-05-07,Shasta,California,6089.0,31,4.0
121501,2020-05-07,Siskiyou,California,6093.0,5,0.0
121502,2020-05-07,Solano,California,6095.0,347,7.0
121503,2020-05-07,Sonoma,California,6097.0,292,4.0
121504,2020-05-07,Stanislaus,California,6099.0,461,17.0
121505,2020-05-07,Sutter,California,6101.0,31,2.0
121506,2020-05-07,Tehama,California,6103.0,1,1.0
121507,2020-05-07,Tulare,California,6107.0,969,43.0
121508,2020-05-07,Tuolumne,California,6109.0,2,0.0
121509,2020-05-07,Ventura,California,6111.0,631,19.0
121510,2020-05-07,Yolo,California,6113.0,172,20.0
121511,2020-05-07,Yuba,California,6115.0,20,1.0
124438,2020-05-08,Alameda,California,6001.0,1982,70.0
124439,2020-05-08,Alpine,California,6003.0,2,0.0
124440,2020-05-08,Amador,California,6005.0,7,0.0
124441,2020-05-08,Butte,California,6007.0,19,0.0
124442,2020-05-08,Calaveras,California,6009.0,13,0.0
124443,2020-05-08,Colusa,California,6011.0,3,0.0
124444,2020-05-08,Contra Costa,California,6013.0,1014,29.0
124445,2020-05-08,Del Norte,California,6015.0,3,0.0
124446,2020-05-08,El Dorado,California,6017.0,54,0.0
124447,2020-05-08,Fresno,California,6019.0,841,9.0
124448,2020-05-08,Glenn,California,6021.0,6,0.0
124449,2020-05-08,Humboldt,California,6023.0,55,0.0
124450,2020-05-08,Imperial,California,6025.0,512,11.0
124451,2020-05-08,Inyo,California,6027.0,20,1.0
124452,2020-05-08,Kern,California,6029.0,1176,15.0
124453,2020-05-08,Kings,California,6031.0,265,1.0
124454,2020-05-08,Lake,California,6033.0,8,0.0
124455,2020-05-08,Los Angeles,California,6037.0,30296,1468.0
124456,2020-05-08,Madera,California,6039.0,66,2.0
124457,2020-05-08,Marin,California,6041.0,252,14.0
124458,2020-05-08,Mariposa,California,6043.0,15,0.0
124459,2020-05-08,Mendocino,California,6045.0,12,0.0
124460,2020-05-08,Merced,California,6047.0,163,3.0
124461,2020-05-08,Mono,California,6051.0,29,1.0
124462,2020-05-08,Monterey,California,6053.0,249,6.0
124463,2020-05-08,Napa,California,6055.0,79,2.0
124464,2020-05-08,Nevada,California,6057.0,41,1.0
124465,2020-05-08,Orange,California,6059.0,3283,71.0
124466,2020-05-08,Placer,California,6061.0,165,8.0
124467,2020-05-08,Plumas,California,6063.0,4,0.0
124468,2020-05-08,Riverside,California,6065.0,4817,204.0
124469,2020-05-08,Sacramento,California,6067.0,1159,50.0
124470,2020-05-08,San Benito,California,6069.0,55,2.0
124471,2020-05-08,San Bernardino,California,6071.0,2629,111.0
124472,2020-05-08,San Diego,California,6073.0,4725,189.0
124473,2020-05-08,San Francisco,California,6075.0,1856,33.0
124474,2020-05-08,San Joaquin,California,6077.0,597,28.0
124475,2020-05-08,San Luis Obispo,California,6079.0,212,1.0
124476,2020-05-08,San Mateo,California,6081.0,1398,57.0
124477,2020-05-08,Santa Barbara,California,6083.0,1032,11.0
124478,2020-05-08,Santa Clara,California,6085.0,2290,129.0
124479,2020-05-08,Santa Cruz,California,6087.0,140,2.0
124480,2020-05-08,Shasta,California,6089.0,31,4.0
124481,2020-05-08,Siskiyou,California,6093.0,5,0.0
124482,2020-05-08,Solano,California,6095.0,356,7.0
124483,2020-05-08,Sonoma,California,6097.0,300,4.0
124484,2020-05-08,Stanislaus,California,6099.0,488,19.0
124485,2020-05-08,Sutter,California,6101.0,32,2.0
124486,2020-05-08,Tehama,California,6103.0,1,1.0
124487,2020-05-08,Tulare,California,6107.0,1013,44.0
124488,2020-05-08,Tuolumne,California,6109.0,2,0.0
124489,2020-05-08,Ventura,California,6111.0,652,19.0
124490,2020-05-08,Yolo,California,6113.0,172,20.0
124491,2020-05-08,Yuba,California,6115.0,20,1.0
127423,2020-05-09,Alameda,California,6001.0,2044,72.0
127424,2020-05-09,Alpine,California,6003.0,2,0.0
127425,2020-05-09,Amador,California,6005.0,7,0.0
127426,2020-05-09,Butte,California,6007.0,18,0.0
127427,2020-05-09,Calaveras,California,6009.0,13,0.0
127428,2020-05-09,Colusa,California,6011.0,3,0.0
127429,2020-05-09,Contra Costa,California,6013.0,1036,32.0
127430,2020-05-09,Del Norte,California,6015.0,3,0.0
127431,2020-05-09,El Dorado,California,6017.0,54,0.0
127432,2020-05-09,Fresno,California,6019.0,885,9.0
127433,2020-05-09,Glenn,California,6021.0,6,0.0
127434,2020-05-09,Humboldt,California,6023.0,57,0.0
127435,2020-05-09,Imperial,California,6025.0,512,11.0
127436,2020-05-09,Inyo,California,6027.0,20,1.0
127437,2020-05-09,Kern,California,6029.0,1238,16.0
127438,2020-05-09,Kings,California,6031.0,275,1.0
127439,2020-05-09,Lake,California,6033.0,8,0.0
127440,2020-05-09,Los Angeles,California,6037.0,31197,1512.0
127441,2020-05-09,Madera,California,6039.0,67,2.0
127442,2020-05-09,Marin,California,6041.0,257,14.0
127443,2020-05-09,Mariposa,California,6043.0,15,0.0
127444,2020-05-09,Mendocino,California,6045.0,12,0.0
127445,2020-05-09,Merced,California,6047.0,163,3.0
127446,2020-05-09,Mono,California,6051.0,29,1.0
127447,2020-05-09,Monterey,California,6053.0,265,6.0
127448,2020-05-09,Napa,California,6055.0,79,2.0
127449,2020-05-09,Nevada,California,6057.0,41,1.0
127450,2020-05-09,Orange,California,6059.0,3395,74.0
127451,2020-05-09,Placer,California,6061.0,168,8.0
127452,2020-05-09,Plumas,California,6063.0,4,0.0
127453,2020-05-09,Riverside,California,6065.0,4992,210.0
127454,2020-05-09,Sacramento,California,6067.0,1164,51.0
127455,2020-05-09,San Benito,California,6069.0,55,2.0
127456,2020-05-09,San Bernardino,California,6071.0,2902,119.0
127457,2020-05-09,San Diego,California,6073.0,4839,194.0
127458,2020-05-09,San Francisco,California,6075.0,1894,33.0
127459,2020-05-09,San Joaquin,California,6077.0,605,28.0
127460,2020-05-09,San Luis Obispo,California,6079.0,214,1.0
127461,2020-05-09,San Mateo,California,6081.0,1425,62.0
127462,2020-05-09,Santa Barbara,California,6083.0,1250,11.0
127463,2020-05-09,Santa Clara,California,6085.0,2307,131.0
127464,2020-05-09,Santa Cruz,California,6087.0,141,2.0
127465,2020-05-09,Shasta,California,6089.0,31,4.0
127466,2020-05-09,Siskiyou,California,6093.0,5,0.0
127467,2020-05-09,Solano,California,6095.0,356,7.0
127468,2020-05-09,Sonoma,California,6097.0,309,4.0
127469,2020-05-09,Stanislaus,California,6099.0,488,19.0
127470,2020-05-09,Sutter,California,6101.0,33,2.0
127471,2020-05-09,Tehama,California,6103.0,1,1.0
127472,2020-05-09,Tulare,California,6107.0,1079,46.0
127473,2020-05-09,Tuolumne,California,6109.0,2,0.0
127475,2020-05-09,Ventura,California,6111.0,666,19.0
127476,2020-05-09,Yolo,California,6113.0,172,20.0
127477,2020-05-09,Yuba,California,6115.0,20,1.0
130413,2020-05-10,Alameda,California,6001.0,2085,75.0
130414,2020-05-10,Alpine,California,6003.0,2,0.0
130415,2020-05-10,Amador,California,6005.0,7,0.0
130416,2020-05-10,Butte,California,6007.0,18,0.0
130417,2020-05-10,Calaveras,California,6009.0,13,0.0
130418,2020-05-10,Colusa,California,6011.0,3,0.0
130419,2020-05-10,Contra Costa,California,6013.0,1048,32.0
130420,2020-05-10,Del Norte,California,6015.0,3,0.0
130421,2020-05-10,El Dorado,California,6017.0,54,0.0
130422,2020-05-10,Fresno,California,6019.0,885,9.0
130423,2020-05-10,Glenn,California,6021.0,6,0.0
130424,2020-05-10,Humboldt,California,6023.0,57,0.0
130425,2020-05-10,Imperial,California,6025.0,512,11.0
130426,2020-05-10,Inyo,California,6027.0,20,1.0
130427,2020-05-10,Kern,California,6029.0,1264,16.0
130428,2020-05-10,Kings,California,6031.0,287,1.0
130429,2020-05-10,Lake,California,6033.0,8,0.0
130430,2020-05-10,Los Angeles,California,6037.0,31677,1530.0
130431,2020-05-10,Madera,California,6039.0,67,2.0
130432,2020-05-10,Marin,California,6041.0,261,14.0
130433,2020-05-10,Mariposa,California,6043.0,15,0.0
130434,2020-05-10,Mendocino,California,6045.0,12,0.0
130435,2020-05-10,Merced,California,6047.0,163,3.0
130436,2020-05-10,Mono,California,6051.0,29,1.0
130437,2020-05-10,Monterey,California,6053.0,273,6.0
130438,2020-05-10,Napa,California,6055.0,79,2.0
130439,2020-05-10,Nevada,California,6057.0,41,1.0
130440,2020-05-10,Orange,California,6059.0,3506,76.0
130441,2020-05-10,Placer,California,6061.0,169,8.0
130442,2020-05-10,Plumas,California,6063.0,4,0.0
130443,2020-05-10,Riverside,California,6065.0,5039,212.0
130444,2020-05-10,Sacramento,California,6067.0,1166,52.0
130445,2020-05-10,San Benito,California,6069.0,55,2.0
130446,2020-05-10,San Bernardino,California,6071.0,2964,121.0
130447,2020-05-10,San Diego,California,6073.0,4989,194.0
130448,2020-05-10,San Francisco,California,6075.0,1946,34.0
130449,2020-05-10,San Joaquin,California,6077.0,612,29.0
130450,2020-05-10,San Luis Obispo,California,6079.0,220,1.0
130451,2020-05-10,San Mateo,California,6081.0,1453,65.0
130452,2020-05-10,Santa Barbara,California,6083.0,1308,11.0
130453,2020-05-10,Santa Clara,California,6085.0,2339,131.0
130454,2020-05-10,Santa Cruz,California,6087.0,141,2.0
130455,2020-05-10,Shasta,California,6089.0,31,4.0
130456,2020-05-10,Siskiyou,California,6093.0,5,0.0
130457,2020-05-10,Solano,California,6095.0,356,7.0
130458,2020-05-10,Sonoma,California,6097.0,309,4.0
130459,2020-05-10,Stanislaus,California,6099.0,501,21.0
130460,2020-05-10,Sutter,California,6101.0,33,2.0
130461,2020-05-10,Tehama,California,6103.0,1,1.0
130462,2020-05-10,Trinity,California,6105.0,1,0.0
130463,2020-05-10,Tulare,California,6107.0,1140,48.0
130464,2020-05-10,Tuolumne,California,6109.0,2,0.0
130465,2020-05-10,Ventura,California,6111.0,679,19.0
130466,2020-05-10,Yolo,California,6113.0,173,20.0
130467,2020-05-10,Yuba,California,6115.0,20,1.0
133403,2020-05-11,Alameda,California,6001.0,2122,75.0
133404,2020-05-11,Alpine,California,6003.0,2,0.0
133405,2020-05-11,Amador,California,6005.0,7,0.0
133406,2020-05-11,Butte,California,6007.0,20,0.0
133407,2020-05-11,Calaveras,California,6009.0,13,0.0
133408,2020-05-11,Colusa,California,6011.0,3,0.0
133409,2020-05-11,Contra Costa,California,6013.0,1048,32.0
133410,2020-05-11,Del Norte,California,6015.0,3,0.0
133411,2020-05-11,El Dorado,California,6017.0,56,0.0
133412,2020-05-11,Fresno,California,6019.0,945,9.0
133413,2020-05-11,Glenn,California,6021.0,6,0.0
133414,2020-05-11,Humboldt,California,6023.0,61,0.0
133415,2020-05-11,Imperial,California,6025.0,564,11.0
133416,2020-05-11,Inyo,California,6027.0,20,1.0
133417,2020-05-11,Kern,California,6029.0,1300,16.0
133418,2020-05-11,Kings,California,6031.0,319,1.0
133419,2020-05-11,Lake,California,6033.0,8,0.0
133420,2020-05-11,Los Angeles,California,6037.0,32258,1569.0
133421,2020-05-11,Madera,California,6039.0,67,2.0
133422,2020-05-11,Marin,California,6041.0,267,14.0
133423,2020-05-11,Mariposa,California,6043.0,15,0.0
133424,2020-05-11,Mendocino,California,6045.0,12,0.0
133425,2020-05-11,Merced,California,6047.0,173,3.0
133426,2020-05-11,Mono,California,6051.0,32,1.0
133427,2020-05-11,Monterey,California,6053.0,282,6.0
133428,2020-05-11,Napa,California,6055.0,80,3.0
133429,2020-05-11,Nevada,California,6057.0,41,1.0
133430,2020-05-11,Orange,California,6059.0,3627,76.0
133431,2020-05-11,Placer,California,6061.0,170,8.0
133432,2020-05-11,Plumas,California,6063.0,4,0.0
133433,2020-05-11,Riverside,California,6065.0,5189,217.0
133434,2020-05-11,Sacramento,California,6067.0,1172,52.0
133435,2020-05-11,San Benito,California,6069.0,56,2.0
133436,2020-05-11,San Bernardino,California,6071.0,3015,121.0
133437,2020-05-11,San Diego,California,6073.0,5128,194.0
133438,2020-05-11,San Francisco,California,6075.0,1957,35.0
133439,2020-05-11,San Joaquin,California,6077.0,621,29.0
133440,2020-05-11,San Luis Obispo,California,6079.0,226,1.0
133441,2020-05-11,San Mateo,California,6081.0,1464,65.0
133442,2020-05-11,Santa Barbara,California,6083.0,1362,11.0
133443,2020-05-11,Santa Clara,California,6085.0,2341,131.0
133444,2020-05-11,Santa Cruz,California,6087.0,141,2.0
133445,2020-05-11,Shasta,California,6089.0,32,4.0
133446,2020-05-11,Siskiyou,California,6093.0,5,0.0
133447,2020-05-11,Solano,California,6095.0,384,10.0
133448,2020-05-11,Sonoma,California,6097.0,312,4.0
133449,2020-05-11,Stanislaus,California,6099.0,501,21.0
133450,2020-05-11,Sutter,California,6101.0,34,2.0
133451,2020-05-11,Tehama,California,6103.0,1,1.0
133452,2020-05-11,Trinity,California,6105.0,1,0.0
133453,2020-05-11,Tulare,California,6107.0,1159,50.0
133454,2020-05-11,Tuolumne,California,6109.0,2,0.0
133456,2020-05-11,Ventura,California,6111.0,690,19.0
133457,2020-05-11,Yolo,California,6113.0,174,20.0
133458,2020-05-11,Yuba,California,6115.0,21,1.0
136393,2020-05-12,Alameda,California,6001.0,2154,75.0
136394,2020-05-12,Alpine,California,6003.0,2,0.0
136395,2020-05-12,Amador,California,6005.0,7,0.0
136396,2020-05-12,Butte,California,6007.0,20,0.0
136397,2020-05-12,Calaveras,California,6009.0,13,0.0
136398,2020-05-12,Colusa,California,6011.0,3,0.0
136399,2020-05-12,Contra Costa,California,6013.0,1066,32.0
